,time,neighbor_95,neighbor_96,neighbor_46,neighbor_17,neighbor_5,neighbor_54,neighbor_31,neighbor_92,neighbor_11,neighbor_69,max_95,max_96,max_46,max_17,max_5,max_54,max_31,max_92,max_11,max_69,HI
90,91,0.7450184030648894,0.7327365827486744,0.7497312074923955,0.7204854994121707,0.7494118325317749,0.759053410289359,0.7414667955233603,0.670634527924499,0.7484309362421496,0.6390629094665053,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7651127693916001
91,92,0.7338467542997598,0.7341856690929395,0.7579157800170802,0.7102837206353131,0.7393860799189689,0.7521850572356323,0.7433176575845793,0.6628440636005415,0.7452255673189647,0.6412499614133853,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7554694438379655
92,93,0.7461659806225981,0.7328209577711535,0.7676467267143472,0.7246496012088108,0.7290268768895282,0.7386436408146787,0.7357008977984597,0.6724738207206518,0.7376318328800272,0.6496429073773089,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7505937827495023
93,94,0.7393232178877311,0.7337075177998604,0.76447521590317,0.7158270628958293,0.7418341642634358,0.7343111905682707,0.7350352300328609,0.6714900360444973,0.7460231947640947,0.6454706323535798,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7405753967115393
94,95,0.7309778846265675,0.7300556857640699,0.7734480871386908,0.7398973112594767,0.7493951686287333,0.7176174754700321,0.7502659826545536,0.6767785013165531,0.7492662270639051,0.6496995713600126,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7316702967732237
95,96,0.7280263402446996,0.7101874815206469,0.7617040450047974,0.7296257312407313,0.7466627195614477,0.7027769325459866,0.7494625377567937,0.6680554701444388,0.7406099467259508,0.6659671045622707,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.724494604481958
96,97,0.7260325350344695,0.7137648213362769,0.7539881469862522,0.735358399239291,0.7344198857019866,0.7142060293223492,0.7493785227795029,0.6750143352014628,0.7510907203023186,0.6694398630190473,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7358868971939484
97,98,0.7255853624588321,0.706285712088532,0.7613915186637782,0.7351470861559944,0.7323806777272632,0.7112581917951838,0.7413792580895432,0.6702395655313891,0.7470500665034894,0.6549187228293188,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7314415486652316
98,99,0.7260525842176504,0.6913983869768578,0.7594196070846317,0.745803099130521,0.7163012590436164,0.714565891811688,0.7231501615054925,0.6587814191634033,0.7379734623222781,0.6531355112616916,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7514481987280446
99,100,0.7166094869447341,0.6854414328718226,0.762916109374253,0.7364572296368084,0.7060369740127421,0.7229346395028186,0.7305610632476169,0.653436707130424,0.7339243490048073,0.6337674624712006,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7439250970426986
100,101,0.7186929271764881,0.7009517857213686,0.7513890383768004,0.7351906597079648,0.703867373584119,0.7236692306107023,0.7280776295553466,0.6363045907587542,0.72766954464844,0.6361026701398985,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7322323961635265
101,102,0.7356902101149186,0.686758541159117,0.7452597501965,0.7304101546320283,0.7161162251000468,0.7254716156058747,0.7373017900720924,0.6445194198004573,0.7309168833990181,0.628267792505317,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7067460173581965
102,103,0.7202148829808597,0.689795625894855,0.7240934939719226,0.7019007524313194,0.7073526742919183,0.7235992217586554,0.7485760182728203,0.6396553299270329,0.7484675586388884,0.6408496022910102,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7060772252178967
103,104,0.7237668769646731,0.6887234917796405,0.7282178612325122,0.7014346524435396,0.699795332106327,0.7090041469786582,0.7621576612133145,0.6497718705346325,0.7533278595008497,0.6484696950374784,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6955932444188655
104,105,0.7358121788016436,0.6996366956161252,0.7119324004604046,0.699355819668001,0.7030037808191925,0.7095425023583252,0.7616260675769355,0.6453496034802333,0.7621893531950943,0.6578184841991102,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7053937661071659
105,106,0.7237236592228352,0.6834056555084788,0.7062801266501917,0.6936162045916394,0.7146301067509788,0.7093817369761805,0.7614695298595956,0.674236983273335,0.768031858343638,0.6586837843228914,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7249744241671173
106,107,0.7087753104074943,0.6859808837899822,0.7305629288309026,0.708623317373665,0.7096433086451295,0.6901398203449138,0.7348511516134739,0.6610325136142959,0.7597838209302981,0.6688585541122982,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7311415138986475
107,108,0.7081019383882629,0.6927867735106306,0.72497301203613,0.7132412329869332,0.7126879625461133,0.6773319614165394,0.7381389566268487,0.662122619804616,0.7538276549079067,0.6515273097768816,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7290885234606023
108,109,0.7008735766224955,0.6919049696511961,0.7196689472125091,0.7028748498053821,0.7183445524420471,0.6978741401735775,0.7342732285061376,0.6634810219573823,0.7584220568602851,0.6468005607010283,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7451466465104666
109,110,0.6947060951784666,0.6927038984578359,0.7295942728636721,0.7038399169652472,0.7176039762923058,0.7052902082881103,0.7411160239782635,0.6661879448683496,0.7347145922483828,0.6364756790693055,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.741632892331847
110,111,0.7034187798228209,0.6939805656948164,0.7331159974314541,0.7083773221026707,0.7213811847715351,0.7127768727945955,0.731554102197906,0.653960306424372,0.7338789300307065,0.627616629463786,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7279239586752195
111,112,0.712380830439699,0.6971947417147305,0.7204523993180254,0.7016194028135108,0.7441662724572491,0.7281489744665652,0.7420718520315536,0.657053096276839,0.7311059888007032,0.6255467637740352,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.721089044202152
112,113,0.7331406537904869,0.6863625754113063,0.7228810916092254,0.7231126937765404,0.7351880529366509,0.7549712041259365,0.7322789432048273,0.6599013127047602,0.7084894478715243,0.642009121430498,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7384650183212532
113,114,0.748367930715984,0.6842516698350307,0.7067990280936857,0.7161034989000636,0.7347458515256813,0.7409848643255523,0.7194204499652948,0.6425127220647276,0.687345521632203,0.6479241498907997,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7102367238100296
114,115,0.7396299530288406,0.6694396848217358,0.6888357467988018,0.7089329063809559,0.7365514906532973,0.7364549344333187,0.7007357834195231,0.6477431623073906,0.690384440893511,0.643957888703885,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7004435239935781
115,116,0.7581967303446083,0.683528766761142,0.6849154527326572,0.7069775695335998,0.7025989696265471,0.7359938184228743,0.7073979300491046,0.6540883315590493,0.6859212756835654,0.6481785572659303,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6869912378249963
116,117,0.728954605445712,0.680596270214437,0.6708717811173343,0.683297379848497,0.6838903157305712,0.7244496415324753,0.7161416954894347,0.6411088301468872,0.6726637363636511,0.6362361684404909,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7075583948272263
117,118,0.720973945553846,0.6618813356852702,0.6658700961271595,0.6602288026839236,0.7042109975449168,0.7194720024179702,0.7240130740551416,0.6537403442203763,0.6744992767063057,0.6480042259365764,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7110398593913394
118,119,0.7109292345272522,0.6702976229969172,0.6673965382344391,0.6528693095476454,0.7077427053119028,0.7295478482372058,0.7291723967418353,0.6587820025580725,0.687856354830776,0.6549721419997424,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7250956939194435
119,120,0.7260761029885056,0.6958591294438068,0.6803741793297273,0.6506101759206439,0.6875786978089973,0.7210486613606262,0.7291318790354918,0.6524317269199773,0.6894924202285411,0.6604360096109458,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7339871382728633
120,121,0.709040220330012,0.6925682270316245,0.6834988988175429,0.6586366449704422,0.7052527154853878,0.7031009428617563,0.718594305966497,0.6311406619057685,0.6742206864111866,0.6586431485975094,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7366328632258605
121,122,0.733995443745679,0.6960432556281615,0.6884213523917839,0.671008425931422,0.7005882657234503,0.7099121375331997,0.7173295889471636,0.6523446041692107,0.689613409112755,0.6578731043635301,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.720967054123226
122,123,0.731309109538532,0.7333263651738116,0.706256089656312,0.6672580190243602,0.6852211592859151,0.6850156199845774,0.6911515647528069,0.6375623946399408,0.6912339275331146,0.6384526855394401,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6963222266464419
123,124,0.7257812048102978,0.7267670636178518,0.717434808957006,0.6751588755731021,0.6549091369266445,0.6861682174359076,0.6910498567567492,0.6443793197541432,0.6744185989152423,0.6378118721852424,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6994207088163888
124,125,0.6946478295261033,0.7150497690996401,0.7082492921822008,0.6739270522912234,0.6822685284289753,0.6788068756497584,0.6839673399918024,0.6382301599749444,0.6632112195493217,0.6309091472164395,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6830593734619217
125,126,0.6973991546375667,0.713568229844552,0.7027641837047206,0.6524644292512675,0.6655835958004886,0.6839039670895237,0.6916982118049199,0.649380039161845,0.6762674319113865,0.6249200004723582,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6959195087275128
126,127,0.6828280244438416,0.7245107074906092,0.704413827836037,0.6516410420912537,0.6567553699626643,0.6685897713740524,0.6846990181944916,0.6310666320443505,0.6784924966393041,0.6226749183427922,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6804387548901054
127,128,0.6881992005492323,0.7175414781326473,0.6894511050005953,0.6626725074242372,0.6566910095479978,0.6837874665281888,0.7024355942324999,0.6367375924309101,0.6857576635747061,0.6300849740478793,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6727360823635709
128,129,0.6900625257988904,0.7096571641322713,0.6866056364496084,0.6664318887744314,0.6619544233211279,0.6641769553302497,0.6990336506835896,0.6256113943676146,0.7004802299822833,0.6167045116926005,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6565032849211633
129,130,0.6904997935007383,0.7131370140484605,0.6911238052850935,0.6753951407492597,0.6588466531637089,0.6682421352398433,0.6865748906646022,0.6180129518937841,0.6960051264145357,0.6307445739415846,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6619284186567193
130,131,0.6820764036873566,0.7013312716095952,0.6985759905842104,0.6866569104140814,0.6805773544237461,0.661292914324634,0.6819724218509898,0.6121270308329503,0.6833938636186017,0.6470505255237418,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6558512070189849
131,132,0.6663729612919673,0.6900162191982411,0.6972416803202846,0.6872787005461112,0.7012653201717051,0.6600841518749848,0.677553358942889,0.614042107546816,0.6671206389457994,0.6486960785647584,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6685426880702718
132,133,0.6597561055063772,0.6703807770217127,0.6970459900194319,0.6798061621569262,0.6900312519208346,0.6472482164963547,0.6674449113978114,0.6093551289557935,0.6471218420143414,0.6395392318249995,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.677316204672685
133,134,0.6420029901892539,0.6860407405656396,0.7015178184804511,0.6859563619815023,0.7205920098426286,0.6369988662129977,0.6544785864647137,0.6425293101412306,0.6470287213200513,0.6600726042224849,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6913854790701242
134,135,0.6502897624848962,0.6834075421084265,0.7078027597055706,0.6744491297397828,0.7072450840500702,0.631789690056998,0.6595368232504937,0.6481942731717176,0.6471311197818229,0.6623612113961157,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6885177018523164
135,136,0.645046407782275,0.6848042865247689,0.7015710502896413,0.6570103782397934,0.6850450150507832,0.6324505017659046,0.6460311376957822,0.6414616480992696,0.6560941527391463,0.6332564043943989,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6825471863575687
136,137,0.6597902184792509,0.6658349982901841,0.7021837094734579,0.6559816161884611,0.6646536020631988,0.6408922684659892,0.6501607949844761,0.6505198188843426,0.6413160971698165,0.6261383112911775,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.684974091536674
137,138,0.6481048977201824,0.68069444647526,0.6969428326061317,0.6472641591271404,0.6722281751781912,0.6472031001460901,0.6597783710866768,0.6450745098965124,0.6625510782542845,0.620954866979389,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6759119313803756
138,139,0.6563208307015088,0.6655381994176937,0.6962496449142271,0.6295219464896722,0.66613012111215,0.6578655664895641,0.6615410018600996,0.6254858740766315,0.6421470176299493,0.6114466556785911,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6843701413157172
139,140,0.6631544542375243,0.6484761807046537,0.6838532093179616,0.6293311886659897,0.6636110370734655,0.6582652959283627,0.67324869365137,0.6230988498095844,0.6409868867963999,0.597709623420501,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6859732245103418
140,141,0.6659379256930762,0.6482971781809912,0.6744078031550378,0.6351170935263954,0.6697828479808862,0.6477916166774584,0.6697936192434583,0.6272246144703322,0.6145002067151533,0.6296905553211365,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6887067527309952
141,142,0.6631813222791505,0.6672430391844362,0.670095161692257,0.6292918854701444,0.660684664820355,0.631551207194974,0.6644626079436968,0.6298190649241597,0.6209511759594413,0.6407985933591652,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6976684144317864
142,143,0.6705844691069658,0.6398844116048907,0.6626859739566369,0.6385756654213509,0.6692426504548514,0.6331276984839387,0.6430914114765668,0.6221857424625099,0.5861067723625036,0.6410957821372917,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.7030776995268267
143,144,0.6712667236735403,0.6350723768371352,0.6649248920046877,0.6267510105325542,0.673225418646618,0.6364336190386897,0.6357387698454258,0.6091107838158112,0.5797047396486653,0.6321542805420568,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6836635234577726
144,145,0.6711686411720652,0.6390037748672858,0.6548188924022467,0.6152814056277559,0.6732332833390519,0.6370022520347532,0.6286407989390912,0.6043781802861927,0.5596562750266258,0.6163145540845736,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6810230547919953
145,146,0.669541519771635,0.6274610044570463,0.6583209773892541,0.6166468211015138,0.6587554063274593,0.6339026585420686,0.6413636263317457,0.6094791093064232,0.5859336316476236,0.5877903493844938,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6595772564307624
146,147,0.6753640144308857,0.6179193211455448,0.6522712645928379,0.6275398702114428,0.6670872782434906,0.6398532910839804,0.6256005397858594,0.5923345041411183,0.5906398038590509,0.5849662032542432,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6636714602457101
147,148,0.6846217527144078,0.6353432545934762,0.6362856173217437,0.6237837431147886,0.6461956143409839,0.6310868273378112,0.6315464129552151,0.6062252029941402,0.5953546491873152,0.5732155425367518,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6563310958549677
148,149,0.6816479149351706,0.6448443425654405,0.6256108826132067,0.6361557037152231,0.6197321862429639,0.620758537525403,0.6326053381235763,0.616658643133179,0.5970355849702489,0.5646037416762164,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6588573644067065
149,150,0.6790219268764145,0.6489580755836274,0.629548902954894,0.6419763150598309,0.6272414023899066,0.6220973876548808,0.6235174965692091,0.6173950207184935,0.6155456541708648,0.599381149167461,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.658460318313846
150,151,0.6863589437929472,0.6678350440443772,0.6187066820448749,0.6473093837595518,0.6307799089011168,0.6184247486128095,0.6061635116523565,0.6128597698008538,0.6007065088317393,0.611627341470504,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6744176739848082
151,152,0.670669454352913,0.6750103615118992,0.6195457755869821,0.6414516890618408,0.622094249528035,0.625327734056424,0.6058454872945942,0.6245689218647039,0.5907409006525113,0.611932087288764,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6673468341373148
152,153,0.6389650978811596,0.6627463795033394,0.6387420221173469,0.6259189703228485,0.6199538925821375,0.6150296640376435,0.596758454276838,0.6240299274790948,0.6004141600275092,0.6335116896481039,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6659475294157282
153,154,0.6331066443274482,0.6551339593601313,0.6273171518017503,0.6214359068706508,0.617988482217427,0.6157115566714841,0.5857205807979099,0.6408171179002193,0.598378594810299,0.6452882514135834,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6564511462624937
154,155,0.6296779010958644,0.6317739219934222,0.6254026691380388,0.620040172887569,0.5940534906914557,0.6124980979051255,0.5762412218087116,0.6424892746703157,0.5966214500664033,0.6166171951046329,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6580567526337942
155,156,0.6121057151348869,0.6312204055291881,0.6297392983586986,0.6134967617137107,0.5880110982154514,0.6108971495442684,0.5779435421039167,0.6347638158564459,0.580356657222948,0.6196032979730903,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6473884790753409
156,157,0.6071369052016766,0.638655111942138,0.6287032525320719,0.5910434432612796,0.5881407017931596,0.5938182078094789,0.5632233052862622,0.6284663565072021,0.5763830388143164,0.6085483156747602,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.633505074252146
157,158,0.6164234931478398,0.6577180834605412,0.6241897047041137,0.6068174168950738,0.6038918553146921,0.6061380613181366,0.5711872785573067,0.6169918228025086,0.5627220257048626,0.601775999784215,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6345121605246583
158,159,0.6139717653402105,0.6540065939698742,0.6257261935091182,0.6029412584079089,0.5930260532837451,0.6062797502678917,0.5810474482743465,0.5938923869567514,0.5715167185922765,0.5896450109993208,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6367819808638504
159,160,0.613655037549069,0.6863178237108182,0.6233200609821343,0.6196636545817473,0.5964739523490297,0.5912234867711621,0.5992754830493621,0.5879767343288151,0.5668217717523001,0.6040864498968893,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6303514668553671
160,161,0.6230537680389343,0.6838357534340305,0.616263728537248,0.6226733824290891,0.5976433757164815,0.5932957612579317,0.6011585484465287,0.5898489328217117,0.5627694565375942,0.5932657524312119,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6465714962585295
161,162,0.6342360391682288,0.6626694239117858,0.6073830258015224,0.6483991841452617,0.6026643822368137,0.5908085839016178,0.6219732766983933,0.5877688952322,0.5547035013311894,0.5953409485342973,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6454757591059164
162,163,0.6268938087386048,0.6405862005432179,0.6075542169540779,0.6437316892854397,0.6021776874303834,0.5855998471712647,0.5959416250560144,0.5743340844026876,0.5437185892649192,0.5814117927900151,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6481911364857746
163,164,0.6189614177786074,0.6512351229031196,0.6228469407172097,0.6581913840956843,0.6055380057217665,0.5725171951297907,0.5958049438335573,0.5750835788632747,0.5205014019310028,0.5881024582235476,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.637611736205242
164,165,0.6186583004569396,0.6259736961812271,0.6016609029793928,0.638418074308777,0.5873275068492914,0.572256548163095,0.5718827599616102,0.5803153028590528,0.5119511115592058,0.5834511133952096,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6304816927337705
165,166,0.6148729435471136,0.619840742927935,0.6139265780913175,0.6275210698068493,0.5878759771658644,0.5536974316326716,0.5623778381911725,0.5944613104840204,0.5256139623007104,0.5949841563542508,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6116720308145833
166,167,0.6170809070490979,0.6046103865480891,0.631951124521631,0.6184605938434002,0.570929108348911,0.5585967070537373,0.549743565763343,0.5987195386558766,0.5185275848825726,0.5830507277075487,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6022058040213879
167,168,0.6217005093333177,0.6089808027426933,0.6199698350621118,0.6149073621810995,0.5496750292196935,0.5592662933741814,0.5497353108276052,0.6159379578189684,0.5263697248235566,0.5812399367548023,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.593924077316393
168,169,0.6302626461415415,0.6035387816980744,0.5965820307837195,0.6136856415908672,0.5616244309175225,0.5574584639751119,0.531253524172096,0.6117916445601312,0.5380514219480221,0.5729104607894752,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.5924830097412166
169,170,0.6221224355290664,0.6087253056898326,0.5916386440817932,0.6058454866899425,0.5832075907241723,0.5528531286009069,0.5255069183007296,0.6232809981023396,0.5334453115600792,0.5773426486159778,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.5955340113362466
170,171,0.6186855097230806,0.6036253567813736,0.5775555065814444,0.5995674870168044,0.5726792691518126,0.5388895539037832,0.5064467020760337,0.6165792943552532,0.5207007131250236,0.5854180101529435,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.5899964267566444
171,172,0.6126469602968041,0.6268876545130404,0.548198437818318,0.5938291714711039,0.5749769786268655,0.5402427520666051,0.4915602696881309,0.6187333165280757,0.5306431304801984,0.5986573611892624,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.5990999189845138
172,173,0.6198360453724104,0.6174518860304723,0.5606511029914083,0.5870358899800555,0.5803491360045351,0.5306548484043416,0.4958342457976322,0.6181626499635986,0.5154530912098879,0.6076431681515945,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.5962145036261746
173,174,0.6146159296798859,0.6109826512193741,0.5533804638403632,0.5670018695652492,0.574816515176328,0.5324846629358568,0.4975452049941159,0.6186014178806388,0.5089052730357765,0.6160459072495585,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6236598945679175
174,175,0.5984388893521027,0.6179607068823607,0.556031794269284,0.5637095377498709,0.5694710130492013,0.5386424354895267,0.4811935959190509,0.611664354366394,0.49005398094704516,0.6103991361362515,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6286910992285633
175,176,0.5879197664712585,0.6138373082075004,0.5431990530617222,0.562215023594388,0.5821267185645743,0.5557744068098259,0.4982512025465368,0.607139694649323,0.4819642589725861,0.5951271252050196,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6268529761978453
176,177,0.5800320320074441,0.6065173237773809,0.5453568221656779,0.5594331457913204,0.586134127163584,0.5390743913755076,0.5046949335507137,0.5942117609951705,0.46186066642410567,0.5945923055693025,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6306853510856113
177,178,0.560752512382966,0.6006086022456505,0.528429717935626,0.5505063276168543,0.5711025779549005,0.5265339941278506,0.4996889786618457,0.5934460472399816,0.46113657561946625,0.6022943596614259,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.6304171116765962
178,179,0.5710885923707227,0.6119231492735311,0.5224083971148386,0.5531169306295977,0.5491332714608536,0.5042954454283869,0.5087859512003046,0.5780640244326833,0.45144514244545136,0.6027116949687488,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.5933848497579636
179,180,0.5684462927380822,0.6100921161870544,0.5301595231209977,0.5508856135680731,0.5422745853553732,0.48681763284496293,0.514197229071119,0.5618897161572539,0.4424572175978424,0.6116736253936805,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.5826311416964796
180,181,0.5548579874784135,0.6136515364094609,0.535276832196527,0.5446643250348012,0.5257792377819439,0.48959518486792264,0.4907835892945707,0.5524592046265734,0.43415661337513745,0.6111333923212474,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.585096581442393
